sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A1IZO66SHI6X12	Superior Quality Saffron	I have been buying saffron from them since the past three years and they have never failed me. Have ordered like 8 of these 1 ounce tins for family and they keep asking for more.<br />The quality of the saffron is fantastic. You can tell by the smell. It is a little pricey, but it is how it is. Saffron is one of the most expensive spices out there and you get what you pay for. But the upside is, only a little is enough. We have even divided these into 5 portions and put them in a decorative case to give them as gifts after our daughter was born. People actually call to ask where we get our saffron from.<br /><br />I am really happy with the product and will not try anything else.	0	0
		ABFCYFL69Y41H	BEst stuff ever	Cavenders makes the best vinegar and oil dressing ever. couple of tbls of cavenders and 1/4 vinager and 1/4 h2O, rest oil. good!	0	0
		A3DS06WDC3PZTX	This is a GREAT product!	I think orange juice is ... okay I don't really like it but I love this product it is worth the money!	0	0
		A25NYC06X34V46	Menopause Relief	I wanted a natural product to help with hot flashes and night sweats. This makes an INCREDIBLE difference in my quality of life and sleep.  I had significant decrease in symptoms almost immediately.  I let it steep in my cup for about 5 minutes.  I had trouble with the taste so I add sugar and a little peppermint extract and it is a very pleasant drink.  I have a cup morning and evening and now am able to sleep much better. I also find I am not exhausted and dont have that anxious feeling. I would advise anyone to try this as it has helped me so much.	16	0
		A19AQ9XD92OIHC	Maybe the best damn chocolate chip cookies ever!	the friends who introduced me to this don't even eat gluten-free but they use this as their chocolate chip cookie mix because they think this is the best chocolate chip cookie you can make!<br /><br />I love this mix!!! It is also way, way better than Bob's Red Mill's gluten-free chocolate chip cookie mix (which is too bad, because I really like them & most of their products)<br /><br />great texture, great flavor, great density (not solid but not too airy)	1	0
		A1P2XYD265YE21	Perfect Blend of Flavor, Healthy Components	Switch Kiwi Berry is the perfect blend of tangy, tart, and sweet, with a delicious dose of kiwi flavor and subdued berry taste.<br /><br />This drink is bubbly, but better than a soda because:  1 - it is clean, not sticky, 2 - it is 100% fruit juice, 3 - there is no added sugar, 4 - there is no added anything else that is bad.<br /><br />This is a healthy drink, but it could trick us into believing it is bad.  I have only good things to say about Switch drinks, and can't think of one bad thing about it.<br /><br />This drink would be a perfect substitute for soda with whatever you would normally drink soda with, such as:  sandwich and chips, pizza, tacos, grapes and cheese and crackers, nachos.	0	0
		A3HQAPXAJV7PRX	Where have you been all my life?	"I've never heard of these chips, but when I was offered the chance to review them, I got the Popchips Sweet Potato. DH had a heart attack last September and, after getting two stents put in, has had to cut out all of his beloved snacks, largely due to the high fat content and sodium (especially the sodium). I've been looking for something ""snacky"" with reduced sodium that isn't awful, and these are just the ticket. One .8 ounce bag, one serving, is a nice round 100 calories with only 3g of fat (.5g polyunsaturated, 2g monounsaturated), no cholesterol, 16g carbs, and 95mg of sodium. They have a bit of a salty taste, and they aren't very sweet with only 2g of sugar. I think they'd make an interesting dip chip with a plain-yogurt-based dip.<br /><br />I liked these Popchips so much that I got the next lowest sodium kind, the Chili Lime Potato flavor with 170mg of sodium and everything else the same except 1g of fiber. DH can have no more than 1500mg of sodium per day, but considering I'm using mostly frozen vegetables and not adding any salt to anything, I think he can have a bag of these on occasion without worry. And yowie zowie! What a big burst of flavor! The Chili Lime Potato Popchips are definitely the go-to chip when you've got to have something that tastes really ""bad for you.""<br /><br />I expect we're going to be signing up to get our Popchips delivered regularly via Amazon subscription. If we had been eating these Popchips instead of the regular high-fat/high-sodium/high-carb fare all along, I expect we'd both be a lot healthier now. A highly recommended product."	0	0
		A1KQ91N1C03S1B	So much fun!	My little dog enjoys this toy quite a lot.  He hasn't quite figured out how the treats come out yet, but he's always happy when they do!  LOL!	1	0
		ARXORJX86X1J2	Chocolate heaven	My mother and father were the recipient of these wonderful pieces of chocolate heaven.  They didn't believe they deserved receiving these, but I know they did deserve to receive these!	0	0
		A1TMTBPBL7ZS8G	Cat Treats	One of our Ragdoll Cats has an allergy to chicken and this is the only treat we could find that does not contain chicken.It is a quality all natural product.	0	0
		AP91IOXCFBOAN	Best Pure Maple Syrup We've Found	We love this Highland Sugarworks Pure Organic Maple Syrup. The color, taste, and clarity are all excellent. It doesn't have any plastic jug taste, which I was concerned about. It's delicious. And, the price is good. The price is very good if you buy it through the Amazon Auto-Ship program like we do. The jug is a #2 recyclable plastic. We highly recommend this syrup!	1	0
		A3PNOJZN8K3XPF	My Dog LOVES These!	I have a small Boston Terrier who loves to chew. A friend of mine gave me an N-Bone as a gift for Damascus. I thought at first he wouldn't like it because it was so hard...Man, was I wrong! He absolutely loves them and they keep him busy for hours. Great product.	0	0
		A1UH617KG47WWD	PB2	This is an amazing product. PB2 tastes so good I didn't miss the fat. It is easy to mix. I used it blended into recipes and use it on toast or fruit.<br />A must in any healthy, dieters cupboard!	0	0
		A39EMZ4NMHL4CA	Apricots	These apricots are just great.  They are full of flavor but not too sweet.  There are about 8 to 9 halves to a can.<br /><br />There was a problem with some severely dented cans but as usual, Amazon made it right.	1	0
		A35N0EICBY7X8J	Bit salty, but otherwise excellent.	I'm not a huge fan of salt, so take that warning with a grain of, well... you know.  For most people the salt on these is probably fine.  They stay crispy over long periods of storage, even after the package has been opened and split into tupperware containers, they're reasonably sturdy, they pair well with all but the saltiest cheeses (wouldn't put blues on them), they pair GREAT with unsalted pb... just a great all-around cracker to keep in the house.  They've become a staple of my diet and, unlike every other cracker I've bought in bulk, and there have been many, they haven't developed some weird off-flavor due to over-familiarization or the cracker becoming stale.  They still taste good, like a simple cracker.  I'll be ordering them again!	0	0
		AT676YYI560	Tastes like Peanut Butter	This stuff is great!!!!! I'm allergic to peanuts ( just happened over night ) and I miss having a PBJ, so this is the next best thing to it. :-) Truly, this butter is all that and then some....	0	0
		A2X1XBJOQXQ3W8	Dry with after taste	I am in the health food industry and I am gluten intolerant.  I have tried many different GF cookies in the last ten years.  I bought a box of Lucy's chocolate chip cookies last night at Safeway.  I was not impressed.  The cookie was dry, almost to the point of being stale. This is a common problem when people try to make a gluten free cookie that have no experience in baking with gluten free flours.  Lucy's cookies remind me of Pamela's cookies which are also dry.  Being dry is not a sin that a little milk or coffee can not take care of.  However what I cannot stand is an after taste.  The base flour combination has an odd after taste that spoiled the little enjoyment I had from this cookie.  I looked at the ingredients and found garbonzo and fava bean flours.  I cannot recommend this cookie based upon the after taste.  I have not tried the other varieties that may have stronger flavors to cover up the after taste.  I would suggest either Udi's frozen cookies or Glutino cookies.  I find these two brands superior to Lucy's.  Thanks for reading.	1	0
